pathway	pval	padj	foldEnrichment	overlap	size	overlapGenes
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1	1	0	0	194	
HALLMARK_PANCREAS_BETA_CELLS	1	1	0	0	39	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1	1	0	0	105	
HALLMARK_SPERMATOGENESIS	1	1	0	0	135	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1	1	0	0	111	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1	1	0	0	42	
APRELIKOVA_BRCA1_TARGETS	1	1	0	0	48	
BAFNA_MUC4_TARGETS_UP	1	1	0	0	5	
BAKER_HEMATOPOESIS_STAT1_TARGETS	1	1	0	0	10	
BAKER_HEMATOPOESIS_STAT5_TARGETS	1	1	0	0	7	
BAKER_HEMATOPOIESIS_STAT3_TARGETS	1	1	0	0	15	
BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN	1	1	0	0	15	
BAUS_TFF2_TARGETS_DN	1	1	0	0	15	
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP	1	1	0	0	10	
BERGER_MBD2_TARGETS	1	1	0	0	7	
BIERIE_INFLAMMATORY_RESPONSE_TGFB1	1	1	0	0	5	
BILANGES_RAPAMYCIN_SENSITIVE_GENES	1	1	0	0	38	
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	1	1	0	0	69	
BILANGES_SERUM_RESPONSE_TRANSLATION	1	1	0	0	34	
BILANGES_SERUM_SENSITIVE_VIA_TSC2	1	1	0	0	32	
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN	1	1	0	0	32	
BOYLAN_MULTIPLE_MYELOMA_C_D_UP	1	1	0	0	139	
BOYLAN_MULTIPLE_MYELOMA_C_UP	1	1	0	0	49	
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP	1	1	0	0	28	
BOYLAN_MULTIPLE_MYELOMA_PCA1_DN	1	1	0	0	9	
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	1	1	0	0	41	
BURTON_ADIPOGENESIS_12	1	1	0	0	33	
BURTON_ADIPOGENESIS_5	1	1	0	0	117	
BURTON_ADIPOGENESIS_PEAK_AT_16HR	1	1	0	0	41	
BURTON_ADIPOGENESIS_PEAK_AT_24HR	1	1	0	0	48	
BURTON_ADIPOGENESIS_PEAK_AT_8HR	1	1	0	0	40	
BYSTROEM_CORRELATED_WITH_IL5_DN	1	1	0	0	60	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_CIS	1	1	0	0	68	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FGF3	1	1	0	0	8	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FLI1	1	1	0	0	8	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_IL3RA	1	1	0	0	9	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS	1	1	0	0	136	
BYSTRYKH_SCP2_QTL	1	1	0	0	7	
CAIRO_PML_TARGETS_BOUND_BY_MYC_DN	1	1	0	0	13	
CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	1	1	0	0	14	
CASTELLANO_HRAS_AND_NRAS_TARGETS_UP	1	1	0	0	6	
CASTELLANO_HRAS_TARGETS_DN	1	1	0	0	7	
CASTELLANO_HRAS_TARGETS_UP	1	1	0	0	5	
CASTELLANO_NRAS_TARGETS_DN	1	1	0	0	14	
CHENG_TAF7L_TARGETS	1	1	0	0	6	
CHEN_ETV5_TARGETS_TESTIS	1	1	0	0	25	
CHEN_LIVER_METABOLISM_QTL_CIS	1	1	0	0	98	
CHESLER_BRAIN_D6MIT150_QTL_CIS	1	1	0	0	6	
CHESLER_BRAIN_D6MIT150_QTL_TRANS	1	1	0	0	9	
CHESLER_BRAIN_QTL_CIS	1	1	0	0	73	
CHESLER_BRAIN_QTL_TRANS	1	1	0	0	6	
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	1	1	0	0	20	
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	1	1	0	0	11	
ELLWOOD_MYC_TARGETS_DN	1	1	0	0	43	
ELLWOOD_MYC_TARGETS_UP	1	1	0	0	14	
FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_DN	1	1	0	0	10	
FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_UP	1	1	0	0	13	
FUJIWARA_PARK2_IN_LIVER_CANCER_UP	1	1	0	0	8	
FUKUSHIMA_TNFSF11_TARGETS	1	1	0	0	16	
GALIE_TUMOR_ANGIOGENESIS	1	1	0	0	8	
GALIE_TUMOR_STEMNESS_GENES	1	1	0	0	6	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	1	1	0	0	99	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	1	1	0	0	27	
GAVIN_FOXP3_TARGETS_CLUSTER_T7	1	1	0	0	102	
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_DN	1	1	0	0	5	
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	1	1	0	0	19	
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	1	1	0	0	25	
GERHOLD_RESPONSE_TO_TZD_UP	1	1	0	0	6	
GIBBONS_GENETIC_MOUSE_MODEL_LUNG_ADENOCARCINOMA_UP_IN_METASTASIS	1	1	0	0	17	
GLINSKY_CANCER_DEATH_UP	1	1	0	0	6	
GOLDRATH_HOMEOSTATIC_PROLIFERATION	1	1	0	0	149	
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	1	1	0	0	87	
GREENBAUM_E2A_TARGETS_DN	1	1	0	0	21	
GREENBAUM_E2A_TARGETS_UP	1	1	0	0	33	
GROSS_HIF1A_TARGETS_UP	1	1	0	0	7	
GROSS_HYPOXIA_VIA_ELK3_ONLY_DN	1	1	0	0	44	
GUO_TARGETS_OF_IRS1_AND_IRS2	1	1	0	0	96	
HANSON_HRAS_SIGNALING_VIA_NFKB	1	1	0	0	24	
HASEGAWA_TUMORIGENESIS_BY_RET_C634R	1	1	0	0	9	
HEVNER_CORTEX_APICAL_INTERMEDIATE_PROGENITOR_CELLS	1	1	0	0	12	
HEVNER_CORTEX_BASAL_INTERMEDIATE_PROGENITOR_CELLS	1	1	0	0	64	
HEVNER_CORTEX_CAJAL_RETZIUS_CELLS	1	1	0	0	8	
HEVNER_CORTEX_CAUDAL_INTERMEDIATE_ZONE	1	1	0	0	9	
HEVNER_CORTEX_CAUDAL_SUBVENTRICULAR_ZONE	1	1	0	0	39	
HEVNER_CORTEX_COMMITTED_TO_CORTICOTHALAMIC_PROJECTION_NEURON_FATE	1	1	0	0	25	
HEVNER_CORTEX_COMMITTED_TO_SUBCEREBRAL_PROJECTION_NEURON_FATE	1	1	0	0	9	
HEVNER_CORTEX_G1_S_PHASE	1	1	0	0	5	
HEVNER_CORTEX_NEURAL_STEM_AND_PROGENITOR_CELLS	1	1	0	0	9	
HEVNER_CORTEX_NEURAL_STEM_CELLS	1	1	0	0	15	
HEVNER_CORTEX_PROLIFERATING_CELLS	1	1	0	0	25	
HEVNER_CORTEX_ROSTRAL_INTERMEDIATE_ZONE	1	1	0	0	11	
HEVNER_CORTEX_ROSTRAL_SUBVENTRICULAR_ZONE	1	1	0	0	11	
HEVNER_CORTEX_S_PHASE	1	1	0	0	6	
HEVNER_HIPPOCAMPAL_CELLS	1	1	0	0	7	
HEVNER_SUBVENTRICULAR_ZONE_AND_UP_NEURON_FATE_COMMITTED_CELLS	1	1	0	0	48	
HEVNER_TELENCEPHALON_ASTROCYTES	1	1	0	0	6	
HEVNER_TELENCEPHALON_ERYTHROCYTES	1	1	0	0	8	
HEVNER_TELENCEPHALON_MICROGLIA	1	1	0	0	26	
HEVNER_VENTRICULAR_ZONE_AND_UP_NEURON_FATE_COMMITTED_CELLS	1	1	0	0	15	
HEVNER_VENTRICULAR_ZONE_AND_UP_PROJECTION_NEURON_FATE_COMMITTED_CELLS	1	1	0	0	8	
HEVNER_Y_CHROMOSOME_EXPRESSION	1	1	0	0	5	
HE_PTEN_TARGETS_DN	1	1	0	0	7	
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN	1	1	0	0	48	
HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_UP	1	1	0	0	29	
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_DN	1	1	0	0	38	
HOLLERN_MICROACINAR_BREAST_TUMOR_DN	1	1	0	0	15	
HOLLERN_MICROACINAR_BREAST_TUMOR_UP	1	1	0	0	45	
HOLLERN_PAPILLARY_BREAST_TUMOR	1	1	0	0	20	
HORTON_SREBF_TARGETS	1	1	0	0	24	
HOWLIN_CITED1_TARGETS_1_UP	1	1	0	0	36	
HOWLIN_CITED1_TARGETS_2_DN	1	1	0	0	19	
HOWLIN_CITED1_TARGETS_2_UP	1	1	0	0	20	
HOWLIN_PUBERTAL_MAMMARY_GLAND	1	1	0	0	69	
HUMMERICH_BENIGN_SKIN_TUMOR_DN	1	1	0	0	20	
HUMMERICH_BENIGN_SKIN_TUMOR_UP	1	1	0	0	18	
HUMMERICH_MALIGNANT_SKIN_TUMOR_DN	1	1	0	0	20	
HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	1	1	0	0	19	
HU_GENOTOXIC_DAMAGE_4HR	1	1	0	0	37	
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_24HR	1	1	0	0	52	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_DN	1	1	0	0	62	
IKEDA_MIR1_TARGETS_DN	1	1	0	0	7	
IKEDA_MIR1_TARGETS_UP	1	1	0	0	54	
IKEDA_MIR30_TARGETS_DN	1	1	0	0	24	
IM_SREBF1A_TARGETS	1	1	0	0	5	
IRITANI_MAD1_TARGETS_DN	1	1	0	0	44	
IRITANI_MAD1_TARGETS_UP	1	1	0	0	15	
ISHIDA_E2F_TARGETS	1	1	0	0	53	
IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR	1	1	0	0	135	
IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM	1	1	0	0	23	
JACKSON_DNMT1_TARGETS_DN	1	1	0	0	23	
JIANG_AGING_CEREBRAL_CORTEX_DN	1	1	0	0	49	
JIANG_AGING_CEREBRAL_CORTEX_UP	1	1	0	0	33	
JIANG_AGING_HYPOTHALAMUS_DN	1	1	0	0	35	
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	1	1	0	0	17	
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	1	1	0	0	12	
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_UP	1	1	0	0	7	
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	1	1	0	0	22	
JU_AGING_TERC_TARGETS_UP	1	1	0	0	7	
KAMMINGA_EZH2_TARGETS	1	1	0	0	41	
KAMMINGA_SENESCENCE	1	1	0	0	39	
KANG_AR_TARGETS_DN	1	1	0	0	18	
KANG_AR_TARGETS_UP	1	1	0	0	17	
KANG_GLIS3_TARGETS	1	1	0	0	37	
KASLER_HDAC7_TARGETS_1_DN	1	1	0	0	17	
KASLER_HDAC7_TARGETS_2_DN	1	1	0	0	33	
KASLER_HDAC7_TARGETS_2_UP	1	1	0	0	7	
KIM_GLIS2_TARGETS_DN	1	1	0	0	6	
KINNEY_DNMT1_METHYLATION_TARGETS	1	1	0	0	18	
KOHOUTEK_CCNT2_TARGETS	1	1	0	0	60	
KONG_E2F1_TARGETS	1	1	0	0	12	
KONG_E2F3_TARGETS	1	1	0	0	102	
KRISHNAN_FURIN_TARGETS_DN	1	1	0	0	10	
LANG_MYB_FAMILY_TARGETS	1	1	0	0	29	
LEE_CALORIE_RESTRICTION_NEOCORTEX_DN	1	1	0	0	72	
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	1	1	0	0	87	
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	1	1	0	0	18	
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	1	1	0	0	37	
LEIN_MEDULLA_MARKERS	1	1	0	0	87	
LEI_HOXC8_TARGETS_DN	1	1	0	0	17	
LEI_HOXC8_TARGETS_UP	1	1	0	0	16	
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	1	1	0	0	43	
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	1	1	0	0	27	
LIM_MAMMARY_LUMINAL_PROGENITOR_UP	1	1	0	0	58	
LIN_TUMOR_ESCAPE_FROM_IMMUNE_ATTACK	1	1	0	0	21	
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	1	1	0	0	18	
LUDWICZEK_TREATING_IRON_OVERLOAD	1	1	0	0	7	
MARSHALL_VIRAL_INFECTION_RESPONSE_DN	1	1	0	0	30	
MARSHALL_VIRAL_INFECTION_RESPONSE_UP	1	1	0	0	12	
MARSON_FOXP3_TARGETS_DN	1	1	0	0	55	
MARSON_FOXP3_TARGETS_STIMULATED_DN	1	1	0	0	11	
MARTIN_NFKB_TARGETS_DN	1	1	0	0	11	
MATTHEWS_AP1_TARGETS	1	1	0	0	17	
MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN	1	1	0	0	20	
MATZUK_MALE_REPRODUCTION_SERTOLI	1	1	0	0	28	
MATZUK_SPERMATID_DIFFERENTIATION	1	1	0	0	37	
MATZUK_SPERMATOGONIA	1	1	0	0	26	
MATZUK_SPERMATOZOA	1	1	0	0	115	
MCBRYAN_TERMINAL_END_BUD_DN	1	1	0	0	6	
MCCLUNG_COCAINE_REWARD_5D	1	1	0	0	75	
MCCLUNG_COCAIN_REWARD_4WK	1	1	0	0	75	
MCCLUNG_DELTA_FOSB_TARGETS_8WK	1	1	0	0	49	
MCGOWAN_RSP6_TARGETS_DN	1	1	0	0	5	
MCGOWAN_RSP6_TARGETS_UP	1	1	0	0	20	
MEISSNER_BRAIN_HCP_WITH_H3K27ME3	1	1	0	0	273	
MEISSNER_BRAIN_HCP_WITH_H3K4ME2	1	1	0	0	18	
MEISSNER_BRAIN_HCP_WITH_H3_UNMETHYLATED	1	1	0	0	42	
MEISSNER_BRAIN_ICP_WITH_H3K4ME3	1	1	0	0	32	
MEISSNER_ES_ICP_WITH_H3K4ME3	1	1	0	0	34	
MEISSNER_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	1	1	0	0	14	
MEISSNER_NPC_HCP_WITH_H3K27ME3	1	1	0	0	79	
MEISSNER_NPC_ICP_WITH_H3K4ME3	1	1	0	0	20	
MEISSNER_NPC_ICP_WITH_H3_UNMETHYLATED	1	1	0	0	24	
MIKKELSEN_DEDIFFERENTIATED_STATE_DN	1	1	0	0	7	
MIKKELSEN_ES_HCP_WITH_H3K27ME3	1	1	0	0	41	
MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED	1	1	0	0	71	
MIKKELSEN_ES_ICP_WITH_H3K27ME3	1	1	0	0	43	
MIKKELSEN_ES_LCP_WITH_H3K27ME3	1	1	0	0	15	
MIKKELSEN_ES_LCP_WITH_H3K4ME3_AND_H3K27ME3	1	1	0	0	7	
MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	1	1	0	0	91	
MIKKELSEN_IPS_LCP_WITH_H3K27ME3	1	1	0	0	11	
MIKKELSEN_IPS_LCP_WITH_H3K4ME3_AND_H3K27ME3	1	1	0	0	5	
MIKKELSEN_IPS_WITH_HCP_H3K27ME3	1	1	0	0	103	
MIKKELSEN_MCV6_LCP_WITH_H3K27ME3	1	1	0	0	32	
MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	1	1	0	0	38	
MIKKELSEN_NPC_ICP_WITH_H3K27ME3	1	1	0	0	13	
MIKKELSEN_NPC_WITH_LCP_H3K27ME3	1	1	0	0	10	
MIKKELSEN_PLURIPOTENT_STATE_DN	1	1	0	0	8	
MIKKELSEN_PLURIPOTENT_STATE_UP	1	1	0	0	11	
MILI_PSEUDOPODIA	1	1	0	0	49	
MILI_PSEUDOPODIA_CHEMOTAXIS_UP	1	1	0	0	85	
MIZUSHIMA_AUTOPHAGOSOME_FORMATION	1	1	0	0	12	
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_DN	1	1	0	0	18	
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP	1	1	0	0	111	
MORI_IMMATURE_B_LYMPHOCYTE_DN	1	1	0	0	89	
MORI_IMMATURE_B_LYMPHOCYTE_UP	1	1	0	0	52	
MORI_LARGE_PRE_BII_LYMPHOCYTE_DN	1	1	0	0	60	
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	1	1	0	0	87	
MORI_MATURE_B_LYMPHOCYTE_DN	1	1	0	0	75	
MORI_PLASMA_CELL_DN	1	1	0	0	36	
MORI_PLASMA_CELL_UP	1	1	0	0	54	
MORI_PRE_BI_LYMPHOCYTE_UP	1	1	0	0	80	
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_DN	1	1	0	0	10	
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP	1	1	0	0	22	
NABA_COLLAGENS	1	1	0	0	44	
NABA_MATRISOME_ANGIOGENIC_PANCREATIC_ISLETS	1	1	0	0	7	
NABA_MATRISOME_BLEO_FIBROTIC_LUNG	1	1	0	0	20	
NABA_MATRISOME_HYPERPLASTIC_PANCREATIC_ISLETS	1	1	0	0	26	
NABA_MATRISOME_INSULINOMA	1	1	0	0	8	
NABA_MATRISOME_PRIMARY_METASTATIC_LUNG_TUMOR	1	1	0	0	35	
NABA_PROTEOGLYCANS	1	1	0	0	36	
NADELLA_PRKAR1A_TARGETS_DN	1	1	0	0	7	
NADELLA_PRKAR1A_TARGETS_UP	1	1	0	0	9	
NADLER_HYPERGLYCEMIA_AT_OBESITY	1	1	0	0	60	
NADLER_OBESITY_DN	1	1	0	0	50	
NADLER_OBESITY_UP	1	1	0	0	60	
NEMETH_INFLAMMATORY_RESPONSE_LPS_DN	1	1	0	0	31	
NUMATA_CSF3_SIGNALING_VIA_STAT3	1	1	0	0	21	
ONGUSAHA_BRCA1_TARGETS_DN	1	1	0	0	11	
ONO_AML1_TARGETS_DN	1	1	0	0	43	
ONO_FOXP3_TARGETS_DN	1	1	0	0	44	
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	1	1	0	0	21	
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_DN	1	1	0	0	6	
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN	1	1	0	0	170	
PHESSE_TARGETS_OF_APC_AND_MBD2_DN	1	1	0	0	12	
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	1	1	0	0	19	
PIONTEK_PKD1_TARGETS_DN	1	1	0	0	19	
PLASARI_NFIC_TARGETS_BASAL_DN	1	1	0	0	21	
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_DN	1	1	0	0	31	
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	1	1	0	0	36	
POS_RESPONSE_TO_HISTAMINE_DN	1	1	0	0	11	
QI_HYPOXIA_TARGETS_OF_HIF1A_AND_FOXA2	1	1	0	0	35	
RAFFEL_VEGFA_TARGETS_DN	1	1	0	0	5	
RAFFEL_VEGFA_TARGETS_UP	1	1	0	0	9	
RAMALHO_STEMNESS_DN	1	1	0	0	75	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN	1	1	0	0	8	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP	1	1	0	0	6	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	1	1	0	0	10	
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	1	1	0	0	11	
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_UP	1	1	0	0	14	
RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_DN	1	1	0	0	8	
RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_UP	1	1	0	0	5	
RASHI_RESPONSE_TO_IONIZING_RADIATION_3	1	1	0	0	47	
RASHI_RESPONSE_TO_IONIZING_RADIATION_4	1	1	0	0	51	
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	1	1	0	0	120	
REICHERT_MITOSIS_LIN9_TARGETS	1	1	0	0	27	
RIZ_ERYTHROID_DIFFERENTIATION	1	1	0	0	82	
RIZ_ERYTHROID_DIFFERENTIATION_CCNE1	1	1	0	0	43	
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	1	1	0	0	37	
RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP	1	1	0	0	17	
RUAN_RESPONSE_TO_TNF_UP	1	1	0	0	13	
RUAN_RESPONSE_TO_TROGLITAZONE_DN	1	1	0	0	17	
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN	1	1	0	0	20	
SANDERSON_PPARA_TARGETS	1	1	0	0	15	
SANSOM_APC_TARGETS_REQUIRE_MYC	1	1	0	0	226	
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	1	1	0	0	18	
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	1	1	0	0	19	
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP	1	1	0	0	31	
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN	1	1	0	0	8	
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP	1	1	0	0	14	
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	1	1	0	0	54	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP	1	1	0	0	14	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP	1	1	0	0	6	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3	1	1	0	0	5	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	1	1	0	0	33	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN	1	1	0	0	8	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	1	1	0	0	5	
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN	1	1	0	0	27	
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_DN	1	1	0	0	8	
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	1	1	0	0	27	
SEKI_INFLAMMATORY_RESPONSE_LPS_DN	1	1	0	0	23	
SHIN_B_CELL_LYMPHOMA_CLUSTER_1	1	1	0	0	13	
SHIN_B_CELL_LYMPHOMA_CLUSTER_2	1	1	0	0	31	
SHIN_B_CELL_LYMPHOMA_CLUSTER_5	1	1	0	0	20	
SHIN_B_CELL_LYMPHOMA_CLUSTER_6	1	1	0	0	12	
SHIN_B_CELL_LYMPHOMA_CLUSTER_9	1	1	0	0	19	
SIMBULAN_PARP1_TARGETS_DN	1	1	0	0	15	
SOUCEK_MYC_TARGETS	1	1	0	0	13	
STARK_BRAIN_22Q11_DELETION	1	1	0	0	14	
STARK_HYPPOCAMPUS_22Q11_DELETION_DN	1	1	0	0	22	
STARK_HYPPOCAMPUS_22Q11_DELETION_UP	1	1	0	0	53	
STEGER_ADIPOGENESIS_DN	1	1	0	0	25	
SUZUKI_CTCFL_TARGETS_UP	1	1	0	0	14	
TERAMOTO_OPN_TARGETS_CLUSTER_1	1	1	0	0	15	
TERAMOTO_OPN_TARGETS_CLUSTER_3	1	1	0	0	7	
TERAMOTO_OPN_TARGETS_CLUSTER_4	1	1	0	0	15	
TERAMOTO_OPN_TARGETS_CLUSTER_5	1	1	0	0	8	
TERAMOTO_OPN_TARGETS_CLUSTER_6	1	1	0	0	26	
TERAMOTO_OPN_TARGETS_CLUSTER_8	1	1	0	0	8	
TERAO_AOX4_TARGETS_HG_UP	1	1	0	0	28	
TERAO_AOX4_TARGETS_SKIN_UP	1	1	0	0	31	
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_DN	1	1	0	0	6	
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_UP	1	1	0	0	5	
TESAR_ALK_TARGETS_EPISC_3D_UP	1	1	0	0	7	
TESAR_ALK_TARGETS_EPISC_4D_UP	1	1	0	0	6	
TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	1	1	0	0	8	
THUM_MIR21_TARGETS_HEART_DISEASE_DN	1	1	0	0	9	
THUM_MIR21_TARGETS_HEART_DISEASE_UP	1	1	0	0	18	
TSUTSUMI_FBXW8_TARGETS	1	1	0	0	9	
ULE_SPLICING_VIA_NOVA2	1	1	0	0	43	
VANASSE_BCL2_TARGETS_UP	1	1	0	0	35	
VANDESLUIS_COMMD1_TARGETS_GROUP_4_DN	1	1	0	0	17	
VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	1	1	0	0	19	
VANDESLUIS_NORMAL_EMBRYOS_DN	1	1	0	0	21	
VANDESLUIS_NORMAL_EMBRYOS_UP	1	1	0	0	5	
VIETOR_IFRD1_TARGETS	1	1	0	0	24	
WAGSCHAL_EHMT2_TARGETS_UP	1	1	0	0	20	
WANG_CLASSIC_ADIPOGENIC_TARGETS_OF_PPARG	1	1	0	0	27	
WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC	1	1	0	0	24	
WANG_NFKB_TARGETS	1	1	0	0	24	
WANG_RESPONSE_TO_BEXAROTENE_UP	1	1	0	0	34	
WENG_POR_TARGETS_LIVER_DN	1	1	0	0	23	
WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_DN	1	1	0	0	7	
WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_UP	1	1	0	0	11	
WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_DN	1	1	0	0	14	
WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_UP	1	1	0	0	33	
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_DN	1	1	0	0	16	
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP	1	1	0	0	78	
XIE_TRASTUZUMAB_CARDIOTOXICITY_LNCRNA_GENES	1	1	0	0	15	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_10A_5P_GENES	1	1	0	0	11	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_133A_3P_GENES	1	1	0	0	17	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_150_5P_GENES	1	1	0	0	34	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_155_3P_GENES	1	1	0	0	13	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_193A_3P_GENES	1	1	0	0	12	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_200A_3P_GENES	1	1	0	0	11	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_3095_3P_GENES	1	1	0	0	63	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_31_5P_GENES	1	1	0	0	34	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_329_3P_GENES	1	1	0	0	37	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_345_5P_GENES	1	1	0	0	80	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_483_5P_GENES	1	1	0	0	10	
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_664_5P_GENES	1	1	0	0	54	
